loc_rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,label
944,9002278,K00701.02,CONFIRMED,5.71489692,0.011,2.3572,425.9,747,73.38,73,4926,4.653,-0.36,0.662,0.727,283.21274,45.349861,1
945,9002278,K00701.03,CONFIRMED,122.3858681,0.101,7.123,711.1,269,1.24,46.3,4926,4.653,-0.36,0.662,0.727,283.21274,45.349861,1
946,9002278,K00701.04,CONFIRMED,267.282521,0.378,7.788,471.9,207,0.44,19.3,4926,4.653,-0.36,0.662,0.727,283.21274,45.349861,1
947,9002278,K00701.05,CONFIRMED,12.4418003,0.043,3.572,78.4,576,26.03,11.4,4926,4.653,-0.36,0.662,0.727,283.21274,45.349861,1
948,9053112,K00702.01,FALSE POSITIVE,1.274840187,1.198,14.833,229.2,2498,9187.9,79.3,5365,3.669,-0.04,2.872,1.403,300.72702,45.305538,0
949,9162741,K00703.01,FALSE POSITIVE,1.368617188,0.464,1.6235,126.9,2255,6108.26,44.4,6561,4.14,-0.18,1.584,1.272,294.91202,45.566685,0
950,9266431,K00704.01,CONFIRMED,18.39629744,0.872,2.7838,680.2,582,27.09,58.4,5316,4.57,0,0.804,0.876,284.38617,45.719711,1
951,9300285,K00705.01,FALSE POSITIVE,1.012672041,0.957,3.0512,1197.6,2337,7026.31,237.4,6663,4.275,-0.18,1.338,1.235,298.45319,45.746101,0
952,9426071,K00706.01,FALSE POSITIVE,28.71421614,0.919,6.0624,43701.9,794,93.74,1230.7,6706,4.226,-0.26,1.417,1.24,299.28305,45.964439,0
953,9458613,K00707.01,CONFIRMED,21.77568158,0.025,7.9588,797.9,853,125.14,117.3,5900,4.022,0,1.694,1.1,289.07755,46.005219,1
954,9458613,K00707.02,CONFIRMED,41.0283424,0.011,9.8052,541.4,691,53.8,66.5,5900,4.022,0,1.694,1.1,289.07755,46.005219,1
955,9458613,K00707.03,CONFIRMED,31.7848157,0.015,8.8077,444.5,752,75.59,57.6,5900,4.022,0,1.694,1.1,289.07755,46.005219,1
956,9458613,K00707.04,CONFIRMED,13.17555999,0.013,6.6677,280,1009,244.58,48.8,5900,4.022,0,1.694,1.1,289.07755,46.005219,1
957,9458613,K00707.05,CONFIRMED,5.66815821,0.177,4.9064,119.7,1336,752.7,27.3,5900,4.022,0,1.694,1.1,289.07755,46.005219,1
958,9530945,K00708.01,CONFIRMED,17.40665216,0.022,6.864,586.9,814,104.04,85.7,6086,4.274,-0.16,1.216,1.013,293.72806,46.12915,1
959,9530945,K00708.02,CONFIRMED,7.69363627,0.366,5.0324,295.1,1069,308.61,55.1,6086,4.274,-0.16,1.216,1.013,293.72806,46.12915,1
960,9578686,K00709.01,CONFIRMED,21.3851584,0.518,4.0819,663.9,574,25.63,67.3,5376,4.516,-0.16,0.825,0.814,287.33279,46.20351,1
961,9590976,K00710.01,CONFIRMED,5.37493289,0.228,3.9567,155.8,1413,942.35,49,6167,4.037,-0.12,1.689,1.135,293.03775,46.277519,1
962,9590976,K00710.02,CONFIRMED,8.58600968,0.728,3.3443,102.1,1208,503.98,23.2,6167,4.037,-0.12,1.689,1.135,293.03775,46.277519,1
963,9590976,K00710.03,CONFIRMED,3.88688862,0.035,3.683,58.3,1574,1448.04,20.8,6167,4.037,-0.12,1.689,1.135,293.03775,46.277519,1
964,9597345,K00711.01,CONFIRMED,44.6996563,0.472,6.2289,837.7,500,14.81,71.3,5497,4.394,0.38,1.046,0.988,295.41281,46.266472,1
965,9597345,K00711.02,CONFIRMED,3.619309734,0.116,3.0504,206.6,1156,422.53,47.4,5497,4.394,0.38,1.046,0.988,295.41281,46.266472,1
966,9597345,K00711.03,CONFIRMED,124.5245224,0.004,9.654,689.9,356,3.78,47.5,5497,4.394,0.38,1.046,0.988,295.41281,46.266472,1
967,9640976,K00712.01,FALSE POSITIVE,2.178150857,0.58,1.931,162.5,1282,636.74,37.4,5691,4.56,-0.16,0.836,0.928,287.99124,46.35688,0
968,9640985,K00713.01,FALSE POSITIVE,2.178150567,1.228,3.5065,511.3,1796,2457.28,131.4,6820,4.328,-0.3,1.254,1.227,287.99609,46.32943,0
969,9702072,K00714.01,CONFIRMED,4.182001885,0.015,2.2209,847.4,974,213.29,160.3,5328,4.551,0.32,0.865,0.971,288.00812,46.47356,1
970,9834719,K00715.01,FALSE POSITIVE,1.621668852,1.194,1.7517,7662,1598,1546.28,67.8,6106,4.487,-0.16,0.966,1.043,293.42636,46.68792,0
971,9846348,K00716.01,CANDIDATE,26.89316101,0.98,2.3266,2193.2,614,33.54,119.6,6096,4.511,-0.34,0.908,0.975,297.49216,46.694519,0
972,9873254,K00717.01,CONFIRMED,14.70749512,0.127,3.1506,262,819,106.22,36.3,5676,4.247,0.32,1.28,1.056,282.21292,46.717819,1
973,9873254,K00717.02,CONFIRMED,0.900375925,0.093,1.257,41.4,2078,4399.18,14.6,5676,4.247,0.32,1.28,1.056,282.21292,46.717819,1
974,9884104,K00718.01,CONFIRMED,4.585466941,0.823,3.4437,383.5,1307,688.54,84.8,5788,4.16,0.26,1.495,1.179,288.73898,46.762562,1
975,9884104,K00718.02,CONFIRMED,22.71443351,0.816,6.0875,575.1,766,81.57,74.4,5788,4.16,0.26,1.495,1.179,288.73898,46.762562,1
976,9884104,K00718.03,CONFIRMED,47.903427,0.918,6.191,379.3,598,30.17,34.1,5788,4.16,0.26,1.495,1.179,288.73898,46.762562,1
977,9950612,K00719.01,CONFIRMED,9.034190783,0.846,1.5501,577.6,586,27.87,82.1,4499,4.635,-0.26,0.639,0.643,291.50616,46.895741,1
978,9950612,K00719.02,CONFIRMED,28.1224393,0.516,4.174,194.3,401,6.13,26.9,4499,4.635,-0.26,0.639,0.643,291.50616,46.895741,1
979,9950612,K00719.03,CONFIRMED,45.9029768,0.303,5.0041,361.8,341,3.19,42.9,4499,4.635,-0.26,0.639,0.643,291.50616,46.895741,1
980,9950612,K00719.04,CONFIRMED,4.159816554,0.676,1.6261,160.3,759,78.4,35.6,4499,4.635,-0.26,0.639,0.643,291.50616,46.895741,1
981,9963524,K00720.01,CONFIRMED,5.69059163,0.573,2.557,1384.3,860,129.31,45.5,5244,4.538,-0.04,0.81,0.826,296.65475,46.83527,1
982,9963524,K00720.02,CONFIRMED,10.04157214,0.768,2.6577,1114,712,60.74,28.1,5244,4.538,-0.04,0.81,0.826,296.65475,46.83527,1
983,9963524,K00720.03,CONFIRMED,18.36974658,0.947,2.939,1143.3,582,27.14,20.1,5244,4.538,-0.04,0.81,0.826,296.65475,46.83527,1
984,9963524,K00720.04,CONFIRMED,2.79590004,0.638,2.056,383.7,1090,333.31,16.3,5244,4.538,-0.04,0.81,0.826,296.65475,46.83527,1
985,9964801,K00721.01,CONFIRMED,13.72462702,0.748,6.9758,281.8,831,112.82,50.1,5817,4.293,0,1.171,0.982,297.06842,46.834278,1
986,9965439,K00722.01,CONFIRMED,46.40626,0.018,7.0281,469.1,588,28.23,51.2,6086,4.276,-0.1,1.227,1.037,297.25909,46.843189,1
987,10002866,K00723.01,CONFIRMED,3.936993144,0.801,1.887,1266,1004,240.16,59.3,5431,4.563,0.12,0.843,0.945,287.9061,46.937771,1
988,10002866,K00723.02,CONFIRMED,28.08185982,0.425,4.5288,1840.3,522,17.52,50.8,5431,4.563,0.12,0.843,0.945,287.9061,46.937771,1
989,10002866,K00723.03,CONFIRMED,10.08881066,0.921,1.7726,1995.9,734,68.62,51.4,5431,4.563,0.12,0.843,0.945,287.9061,46.937771,1
990,10005020,K00724.01,FALSE POSITIVE,6.97106919,0.044,3.9125,452.8,946,189.16,41.7,5871,4.493,0.21,0.983,1.097,288.98038,46.95406,0
991,10068383,K00725.01,FALSE POSITIVE,7.30497811,0.932,4.5414,10930,760,78.87,69.6,5247,4.609,-0.2,0.744,0.833,289.0058,47.040421,0
992,10157573,K00726.01,CANDIDATE,5.115750935,1.475,2.5378,1055.8,1202,493.38,51.8,6398,4.411,-0.14,1.101,1.141,297.43201,47.128551,0
993,10191070,K00727.01,FALSE POSITIVE,1.213745575,1.246,5.5835,2012.2,1246,572.53,213.7,4820,4.606,-0.44,0.661,0.644,283.8757,47.231918,0
994,10221013,K00728.01,CANDIDATE,7.189379172,0.908,2.0351,8126.4,1026,261.94,288.5,6214,4.442,0.07,1.076,1.169,296.6423,47.230331,0
995,10225800,K00729.01,FALSE POSITIVE,1.423799421,0.501,1.4866,2008.4,1659,1791.61,125.3,5962,4.464,0.14,1.019,1.102,298.00024,47.243649,0
996,10227020,K00730.01,CONFIRMED,14.78767172,0.021,6.1191,781.8,827,110.42,39.4,5814,4.269,0.16,1.248,1.055,298.31836,47.279491,1
997,10227020,K00730.02,CONFIRMED,9.84824649,0.55,5.7471,436.7,947,189.82,25.3,5814,4.269,0.16,1.248,1.055,298.31836,47.279491,1
998,10227020,K00730.03,CONFIRMED,19.7243672,0.898,7.202,577.9,751,75.23,26,5814,4.269,0.16,1.248,1.055,298.31836,47.279491,1
999,10227020,K00730.04,CONFIRMED,7.38443269,0.594,5.7351,349.8,1042,278.67,23.7,5814,4.269,0.16,1.248,1.055,298.31836,47.279491,1
1000,10259031,K00731.01,FALSE POSITIVE,7.06115081,2.824,3.547,1526.9,886,145.61,60.4,5795,4.554,-0.2,0.848,0.938,284.67569,47.339211,0
1001,10265898,K00732.01,CONFIRMED,1.260258822,0.791,1.8594,1130.7,1569,1435.82,128.2,5550,4.5,0.46,0.954,1.05,288.32791,47.381592,1
1002,10265898,K00732.02,CANDIDATE,3.29534567,0.729,1.902,141.9,1139,397.37,10.4,5550,4.5,0.46,0.954,1.05,288.32791,47.381592,0
1003,10265898,K00732.03,CONFIRMED,5.25449393,0.837,3.078,169,975,213.25,12.6,5550,4.5,0.46,0.954,1.05,288.32791,47.381592,1
1004,10271806,K00733.01,CONFIRMED,5.924993927,0.848,2.8874,1608.1,758,77.91,68.5,5016,4.641,-0.34,0.679,0.743,290.9343,47.357601,1
1005,10271806,K00733.02,CONFIRMED,11.34934848,0.398,3.1101,1249.8,610,32.75,41.7,5016,4.641,-0.34,0.679,0.743,290.9343,47.357601,1
1006,10271806,K00733.03,CONFIRMED,3.13295351,0.135,2.2207,435.2,937,181.84,23.9,5016,4.641,-0.34,0.679,0.743,290.9343,47.357601,1
1007,10271806,K00733.04,CONFIRMED,18.64349986,0.774,1.8491,813.4,517,16.91,16.1,5016,4.641,-0.34,0.679,0.743,290.9343,47.357601,1
1008,10272442,K00734.01,CONFIRMED,24.5434566,0.042,7.2518,1151.3,616,34.07,64.5,5955,4.52,-0.16,0.91,0.999,291.1973,47.3078,1
1009,10272442,K00734.02,CANDIDATE,70.2780911,0.07,2.466,781.6,434,8.38,14.9,5955,4.52,-0.16,0.91,0.999,291.1973,47.3078,0
1010,10287242,K00735.01,CANDIDATE,22.34213536,0.973,6.461,2264.4,526,18.14,51.9,5237,4.568,-0.6,0.707,0.674,296.69336,47.392151,0
1011,10340423,K00736.01,CONFIRMED,18.79418506,0.356,3.2906,1529,412,6.79,40.2,4126,4.668,-0.06,0.602,0.616,292.19397,47.457088,1
1012,10340423,K00736.02,CONFIRMED,6.73893544,0.043,2.813,601.3,579,26.64,24.2,4126,4.668,-0.06,0.602,0.616,292.19397,47.457088,1
1013,10345478,K00737.01,FALSE POSITIVE,14.49839316,0.91,3.7343,3271.1,607,32.22,125.6,5268,4.602,-0.28,0.735,0.789,294.121,47.408791,0
1014,10358759,K00738.01,CONFIRMED,10.3392408,0.15,3.075,1184.6,777,86.46,51.4,5730,4.545,-0.06,0.87,0.968,298.34833,47.49123,1
1015,10358759,K00738.02,CONFIRMED,13.28689997,0.017,3.2825,1039.6,715,61.8,41.3,5730,4.545,-0.06,0.87,0.968,298.34833,47.49123,1
1016,10386984,K00739.01,CONFIRMED,1.287076693,0.003,1.4942,729.4,871,135.97,65.2,3736,4.724,0.12,0.525,0.533,282.9838,47.57859,1
1017,10395381,K00740.01,CONFIRMED,17.6717714,0.86,3.4202,918.6,513,16.38,36.2,4869,4.636,-0.16,0.687,0.767,287.60818,47.509682,1
1018,10418797,K00741.01,FALSE POSITIVE,23.35534139,0.842,4.60672,38524,601,30.96,1144.3,5754,4.534,0.07,0.905,1.021,296.95724,47.55381,0
1019,10419211,K00742.01,FALSE POSITIVE,11.52144606,2.483,3.6399,17984.3,753,75.88,622.1,5795,4.554,-0.2,0.848,0.938,297.07993,47.597401,0
1020,10464078,K00743.01,FALSE POSITIVE,19.40393776,0.804,12.2155,8918.7,523,17.69,214.7,5043,4.591,-0.54,0.68,0.657,289.25821,47.635319,0
1021,10480982,K00744.01,FALSE POSITIVE,19.22138894,1.065,4.79843,74284,698,55.97,2317,6117,4.496,-0.22,0.947,1.025,295.81454,47.69035,0
1022,10480982,K00744.02,FALSE POSITIVE,2.03746414,0.008,2.895,138.8,1474,1118.26,14.1,6117,4.496,-0.22,0.947,1.025,295.81454,47.69035,0
1023,10485250,K00745.01,FALSE POSITIVE,16.46983774,0.292,9.4378,10478.9,595,29.61,303.4,5152,4.517,-0.2,0.786,0.741,297.15442,47.668701,0
1024,10526549,K00746.01,CONFIRMED,9.27358173,0.387,3.2875,1288.3,649,41.85,87.2,4856,4.583,-0.3,0.696,0.676,288.13824,47.724449,1
1025,10583066,K00747.01,CONFIRMED,6.02930329,0.258,1.5821,1912.7,678,50.04,65.4,4537,4.648,0.21,0.672,0.761,283.71088,47.86327,1
1026,10583180,K00748.01,FALSE POSITIVE,2.696370652,0.044,3.6129,397.9,1066,305.34,48.2,4989,4.504,0.1,0.819,0.781,283.76547,47.804298,0
1027,10601284,K00749.01,CONFIRMED,5.349553819,0.092,3.0278,831,919,168.99,60.6,5185,4.44,0.16,0.91,0.831,292.37613,47.880989,1
1028,10601284,K00749.02,CONFIRMED,3.94105221,0.226,2.5984,363.3,1018,253.15,28.9,5185,4.44,0.16,0.91,0.831,292.37613,47.880989,1
1029,10601284,K00749.03,CONFIRMED,8.10904807,0.025,3.596,217.4,800,97.03,14.1,5185,4.44,0.16,0.91,0.831,292.37613,47.880989,1
1030,10662202,K00750.01,CONFIRMED,21.67699193,0.896,3.4555,857.2,530,18.64,34.3,4954,4.5,0.18,0.828,0.791,290.46512,47.92918,1
1031,10662202,K00750.02,CANDIDATE,5.04413987,0.727,1.623,172,862,130.09,10.2,4954,4.5,0.18,0.828,0.791,290.46512,47.92918,0
1032,10662202,K00750.03,CANDIDATE,14.516741,0.851,2.706,227.2,606,31.8,10.1,4954,4.5,0.18,0.828,0.791,290.46512,47.92918,0
1033,10682541,K00751.01,CONFIRMED,4.99677968,0.71,2.1717,934.7,917,166.95,28.2,5339,4.552,0.18,0.847,0.931,297.80826,47.946671,1
1034,10797460,K00752.01,CONFIRMED,9.48803557,0.146,2.9575,615.8,793,93.59,35.8,5455,4.467,0.14,0.927,0.919,291.93423,48.141651,1
1035,10797460,K00752.02,CONFIRMED,54.4183827,0.586,4.507,874.8,443,9.11,25.8,5455,4.467,0.14,0.927,0.919,291.93423,48.141651,1
1036,10811496,K00753.01,FALSE POSITIVE,19.89913995,0.969,1.7822,10829,638,39.3,76.3,5853,4.544,-0.18,0.868,0.961,297.00482,48.134129,0
1037,10848459,K00754.01,FALSE POSITIVE,1.736952453,1.276,2.40641,8079.2,1395,891.96,505.6,5805,4.564,-0.52,0.791,0.836,285.53461,48.28521,0
1038,10854555,K00755.01,CONFIRMED,2.525591777,0.701,1.6545,603.3,1406,926.16,40.9,6031,4.438,0.07,1.046,1.095,288.75488,48.2262,1
1039,10872983,K00756.01,CONFIRMED,11.09432054,0.538,4.5945,1517.5,835,114.81,66.5,6046,4.486,-0.08,0.972,1.053,296.28613,48.22467,1
1040,10872983,K00756.02,CONFIRMED,4.13443512,0.762,3.1402,686,1160,427.65,40.2,6046,4.486,-0.08,0.972,1.053,296.28613,48.22467,1
1041,10872983,K00756.03,CONFIRMED,2.56658897,0.755,2.429,226.5,1360,807.74,15,6046,4.486,-0.08,0.972,1.053,296.28613,48.22467,1
1042,10910878,K00757.01,CONFIRMED,16.06864674,0.052,3.5347,4914.3,600,30.75,161.9,5031,4.485,0.16,0.848,0.801,286.99948,48.37579,1
1043,10910878,K00757.02,CONFIRMED,41.19725502,0.045,4.6297,2213.9,439,8.76,51.2,5031,4.485,0.16,0.848,0.801,286.99948,48.37579,1
1044,10910878,K00757.03,CONFIRMED,6.252962249,0.105,2.5819,1036.9,823,108.3,47.1,5031,4.485,0.16,0.848,0.801,286.99948,48.37579,1
1045,10987985,K00758.01,CONFIRMED,16.01308419,0.799,3.2554,1121.9,593,29.31,33.2,5015,4.499,0.1,0.826,0.785,297.02563,48.478588,1
1046,11018648,K00759.01,CONFIRMED,32.62876672,0.021,4.7971,1804.8,506,15.55,80,5586,4.56,-0.3,0.798,0.844,285.71854,48.505859,1
1047,11018648,K00759.02,CONFIRMED,91.7732862,0.606,6.473,652,359,3.92,19.1,5586,4.56,-0.3,0.798,0.844,285.71854,48.505859,1
1048,11138155,K00760.01,CONFIRMED,4.959319244,0.831,2.22739,9802,1103,349.4,696.5,5712,4.359,0.1,1.082,0.976,292.16705,48.727589,1
1049,11152159,K00761.01,FALSE POSITIVE,2.701287801,1.016,3.3827,860.4,1222,527.81,48.3,5550,4.468,-0.04,0.91,0.889,297.92365,48.777321,0
1050,11153539,K00762.01,CONFIRMED,4.49876511,0.312,3.7362,460,1133,389.62,29.5,6075,4.486,-0.12,0.969,1.048,298.45685,48.791592,1
1051,11242721,K00763.01,FALSE POSITIVE,19.65120951,0.723,5.2514,11766.3,730,67.03,513.4,6074,4.391,-0.12,1.063,1.014,291.0939,48.933842,0
1052,11304958,K00764.01,CONFIRMED,41.43958662,0.355,10.5989,2793.1,516,16.72,141.1,5468,4.367,0.22,1.046,0.93,295.55505,49.017342,1
1053,11391957,K00765.01,CONFIRMED,8.35389523,0.023,2.2514,1041.6,790,91.9,43.4,5592,4.582,-0.28,0.787,0.862,285.49924,49.277351,1
1054,11403044,K00766.01,CONFIRMED,4.125543472,0.597,3.1744,1487.3,1243,565.35,128.6,6174,4.417,0.1,1.103,1.162,291.93616,49.253979,1
1055,11414511,K00767.01,CONFIRMED,2.816504904,0.105,2.50587,16813.7,1219,521.13,1406.8,5532,4.452,0.14,0.955,0.941,297.01547,49.225288,1
1056,11442465,K00768.01,FALSE POSITIVE,33.93373447,0.812,14.561,8503.7,430,8.11,236.1,5040,4.628,-0.24,0.705,0.782,284.17233,49.360722,0
1057,11460018,K00769.01,CONFIRMED,4.280963604,0.424,2.875,750.8,1012,247.87,61.8,5644,4.564,-0.14,0.831,0.928,294.26581,49.314091,1
1058,11463211,K00770.01,FALSE POSITIVE,1.50635409,0.86,1.5155,2211.7,1452,1054.12,181.1,5714,4.563,-0.2,0.831,0.926,295.66522,49.351009,0
1059,11465813,K00771.01,FALSE POSITIVE,670.645531,0.701,53.412,18090.6,196,0.35,642.7,5520,4.466,0.48,0.983,1.03,296.69861,49.316479,0
1060,11493732,K00772.01,FALSE POSITIVE,61.2563628,1.248,7.633,5123.3,505,15.43,85.3,6144,4.402,0,1.091,1.093,283.72592,49.479519,0
1061,11507101,K00773.01,CONFIRMED,38.3775486,0.468,5.588,724.2,529,18.53,34.7,5481,4.369,0.16,1.036,0.915,291.72202,49.480869,1
1062,11656840,K00774.01,FALSE POSITIVE,7.442652004,0.137,2.3078,24446.2,967,206.78,835.6,6108,4.469,-0.3,0.956,0.981,288.98682,49.733742,0
1063,11754553,K00775.01,CONFIRMED,16.38489988,0.001,3.0249,1127.1,433,8.35,28.9,4126,4.661,0.04,0.615,0.633,286.73804,49.97575,1
1064,11754553,K00775.02,CONFIRMED,7.8774163,0.041,2.0805,1306.1,553,22.18,38.7,4126,4.661,0.04,0.615,0.633,286.73804,49.97575,1
1065,11754553,K00775.03,CONFIRMED,36.4454001,0.028,4.007,1122.3,332,2.88,21.7,4126,4.661,0.04,0.615,0.633,286.73804,49.97575,1
1066,11812062,K00776.01,CONFIRMED,3.728732147,0.558,2.683,5226.5,1023,258.34,345.2,5497,4.577,-0.1,0.809,0.907,290.78574,50.054119,1
1067,11818800,K00777.01,CANDIDATE,40.4195037,0.911,3.362,6256,467,11.29,36.9,5446,4.507,-0.54,0.781,0.714,294.31686,50.080231,0
1068,11853255,K00778.01,CONFIRMED,2.243380573,0.915,1.1196,821.7,822,107.6,38.9,4149,4.698,-0.32,0.564,0.578,285.17621,50.149818,1
1069,11909839,K00779.01,FALSE POSITIVE,10.40599802,0.324,6.5036,14488.8,833,113.94,745.2,5746,4.393,-0.54,0.924,0.77,289.23553,50.241001,0
1070,11918099,K00780.01,CONFIRMED,2.337437946,0.28,1.9982,971.2,1070,311.16,82.4,5005,4.595,0.14,0.765,0.85,293.83331,50.23035,1
1071,11918099,K00780.02,CANDIDATE,7.2406612,1.198,0.558,556.4,734,68.63,13.7,5005,4.595,0.14,0.765,0.85,293.83331,50.23035,0
1072,11923270,K00781.01,CONFIRMED,11.59822233,0.679,2.5237,2804.5,396,5.82,71,3688,4.79,0,0.473,0.503,296.22195,50.28722,1
1073,11960862,K00782.01,CONFIRMED,6.575315881,0.39,4.3084,2793.3,1015,251.38,221.1,5992,4.415,-0.32,0.989,0.927,290.09805,50.321609,1
1074,12020329,K00783.01,CONFIRMED,7.275040844,0.547,7.5377,3001,833,113.64,312.1,5485,4.556,0.21,0.867,0.986,295.45529,50.49456,1
1075,12066335,K00784.01,CONFIRMED,19.27153892,0.031,2.7594,1219.8,393,5.66,37.1,4077,4.702,-0.24,0.56,0.576,293.97336,50.53191,1
1076,12066335,K00784.02,CONFIRMED,10.06524317,0.628,1.369,1053.3,488,13.43,30.3,4077,4.702,-0.24,0.56,0.576,293.97336,50.53191,1
1077,12070811,K00785.01,CONFIRMED,12.3935651,0.883,3.8896,916.6,677,49.68,35.8,5557,4.603,-0.4,0.75,0.832,296.02133,50.56778,1
1078,12110942,K00786.01,CONFIRMED,3.689920099,0.151,2.6557,426.7,1147,408.99,35.6,5880,4.518,-0.06,0.917,1.01,291.62241,50.61824,1
1079,12366084,K00787.01,CONFIRMED,4.431238488,0.405,3.15,1010.9,1104,351.23,71.1,5714,4.428,0.16,1.015,1.007,295.81616,51.121738,1
1080,12366084,K00787.02,CONFIRMED,11.37936986,0.911,2.6255,1023.5,806,99.68,37.9,5714,4.428,0.16,1.015,1.007,295.81616,51.121738,1
1081,12366084,K00787.03,CANDIDATE,0.589376952,0.491,1.71,80.7,2162,5161.1,11.4,5714,4.428,0.16,1.015,1.007,295.81616,51.121738,0
1082,12404086,K00788.01,CONFIRMED,26.39432897,0.602,3.573,1510.9,489,13.49,48.2,5129,4.595,0.02,0.763,0.846,289.39972,51.25032,1
1083,12470844,K00790.01,CONFIRMED,8.47237911,0.022,2.7245,1123.5,751,75.44,47.6,5354,4.587,-0.08,0.788,0.884,296.36652,51.319519,1
1084,12470844,K00790.02,CONFIRMED,60.4189369,0.094,5.039,931.3,390,5.49,20.1,5354,4.587,-0.08,0.788,0.884,296.36652,51.319519,1
1085,12644822,K00791.01,CONFIRMED,12.61190435,0.55,5.1497,6105.6,753,76.15,277.2,5795,4.508,-0.02,0.919,0.992,289.11221,51.737381,1
1086,2440757,K00792.01,FALSE POSITIVE,1.433769925,1.268,1.8868,1976.3,1920,3209.29,112.6,6017,4.22,0.02,1.339,1.083,290.84369,37.728828,0
1087,2445129,K00793.01,FALSE POSITIVE,10.31872301,1.215,3.836,871.7,876,139.26,38.2,5927,4.409,0.07,1.06,1.05,291.84891,37.713501,0
1088,2713049,K00794.01,CONFIRMED,2.539183147,0.238,2.4282,382.1,1332,743.09,38.9,5519,4.35,0.14,1.062,0.921,291.43997,37.905659,1
1089,3114167,K00795.01,CONFIRMED,6.770300385,0.838,2.0844,1304,812,102.87,50.8,5653,4.656,-0.84,0.679,0.767,290.87051,38.273628,1
1090,3114661,K00796.01,FALSE POSITIVE,0.444291966,1.258,2.0792,10967.4,1836,2706.26,299.7,5255,4.678,-0.72,0.636,0.709,290.99689,38.28492,0
1091,3115833,K00797.01,CANDIDATE,10.181584,0.92,3.5089,5741.1,812,102.91,183.6,5988,4.541,-0.52,0.836,0.885,291.28195,38.241669,0
1092,3120431,K00798.01,FALSE POSITIVE,3.341913228,1.213,3.813,725.3,1032,268.67,39,5295,4.551,-0.02,0.811,0.853,292.31595,38.27029,0
1093,3246984,K00799.01,CANDIDATE,1.626630225,1.26,2.1145,1620.6,1547,1355.88,103.6,5735,4.41,-0.18,0.973,0.889,294.36819,38.31028,0
1094,3342970,K00800.01,CONFIRMED,2.711504086,0.023,3.0099,837.5,1420,960.79,64.5,6214,4.442,0.07,1.076,1.169,291.65353,38.494659,1
1095,3342970,K00800.02,CONFIRMED,7.21203748,0.012,4.0491,950.4,1025,260.58,51.5,6214,4.442,0.07,1.076,1.169,291.65353,38.494659,1
1096,3351888,K00801.01,CONFIRMED,1.625522174,0.076,2.38963,7969,1579,1467.41,799.7,5539,4.322,0.16,1.106,0.935,293.87192,38.422939,1
1097,3453214,K00802.01,CANDIDATE,19.62034692,0.458,2.0038,21724.6,643,40.39,340.5,5710,4.492,-0.1,0.905,0.928,293.81619,38.563568,0
1098,3554600,K00803.01,FALSE POSITIVE,7.544039,1.175,6.222,322.6,838,116.46,14.2,5657,4.567,-0.18,0.824,0.919,293.94116,38.601101,0
1099,3641726,K00804.01,CONFIRMED,9.02930689,0.024,3.1449,1019.8,757,77.75,53.9,5349,4.526,-0.12,0.82,0.824,290.33362,38.72823,1
1100,3734868,K00805.01,FALSE POSITIVE,10.32803571,0.281,7.7915,16917.7,843,119.31,636.8,5627,4.359,-0.1,1.024,0.874,287.69675,38.886452,0
1101,3832474,K00806.01,CONFIRMED,143.2063047,0.379,8.9302,10565.7,308,2.14,138.8,5485,4.556,0.21,0.867,0.986,285.28363,38.947281,1
1102,3832474,K00806.02,CONFIRMED,60.32494216,0.224,6.6188,20280.4,411,6.77,347.2,5485,4.556,0.21,0.867,0.986,285.28363,38.947281,1
1103,3836375,K00807.01,FALSE POSITIVE,1.540397253,1.225,2.1541,816.1,1470,1105.68,38.8,5663,4.53,0.21,0.915,1.034,286.92639,38.921631,0
1104,3838486,K00808.01,FALSE POSITIVE,2.99025443,0.014,5.414,589.2,918,168.45,48.5,4667,4.578,0.1,0.731,0.737,287.74881,38.92955,0
1105,3935914,K00809.01,CONFIRMED,1.594745374,0.514,1.9604,15044.5,1539,1329.42,1009.3,5934,4.491,-0.38,0.893,0.901,285.21381,39.027481,1
1106,3940418,K00810.01,CONFIRMED,4.783002698,0.003,2.335,1008.7,886,145.48,70.6,5170,4.574,0.18,0.807,0.891,287.09399,39.060719,1
1107,4049131,K00811.01,CONFIRMED,20.50588921,0.26,4.0595,2105.5,518,17.06,78.5,4905,4.544,-0.04,0.761,0.739,289.31543,39.153278,1
1108,4139816,K00812.01,CONFIRMED,3.340218842,0.466,1.9104,1632.6,656,43.73,71.6,3950,4.754,-0.46,0.493,0.502,286.07913,39.27832,1
1109,4139816,K00812.02,CONFIRMED,20.06036336,0.556,3.3203,1494.7,361,4,35.2,3950,4.754,-0.46,0.493,0.502,286.07913,39.27832,1
1110,4139816,K00812.03,CONFIRMED,46.1842039,0.013,4.758,1394.7,273,1.32,26,3950,4.754,-0.46,0.493,0.502,286.07913,39.27832,1
1111,4139816,K00812.04,CONFIRMED,7.82502168,0.708,2.186,520.8,494,14.05,15.9,3950,4.754,-0.46,0.493,0.502,286.07913,39.27832,1
1112,4275191,K00813.01,CONFIRMED,3.895936525,0.524,2.3111,8544.8,1005,241.62,370.8,5557,4.592,-0.3,0.774,0.866,294.65524,39.308361,1
