loc_rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,label
1,11446443,K00001.01,CONFIRMED,2.470613377,0.818,1.74319,14230.9,1339,761.46,4304.3,5820,4.457,-0.06,0.964,0.971,286.80847,49.316399,1
2,10666592,K00002.01,CONFIRMED,2.204735417,0.224,3.88864,6674.7,2048,4148.92,5945.9,6440,4.019,0.14,1.952,1.449,292.24728,47.969521,1
3,10748390,K00003.01,CONFIRMED,4.887803076,0.054,2.36255,4315.8,800,96.67,862.3,4778,4.591,0.32,0.763,0.83,297.70935,48.080853,1
4,3861595,K00004.01,CONFIRMED,3.849371737,0.915,2.632,1298.6,2034,4055.29,132.7,6244,3.657,-0.16,2.992,1.482,294.35654,38.94738,1
5,8554498,K00005.01,CANDIDATE,4.780327581,0.952,2.0253,960.8,1441,1020.05,380.8,5937,4.012,0.16,1.787,1.197,289.73972,44.647419,0
6,3248033,K00006.01,FALSE POSITIVE,1.334101467,0.153,2.1033,120.8,2169,5207.55,43,6178,4.106,0,1.58,1.16,294.59955,38.366772,0
7,11853905,K00007.01,CONFIRMED,3.213668926,0.021,3.98235,727.8,1515,1244.44,346.9,5795,4.101,0.18,1.545,1.097,285.61533,50.13575,1
8,5903312,K00008.01,FALSE POSITIVE,1.16015259,0.748,1.3433,170.2,1751,2229.29,48.4,5842,4.433,-0.1,0.985,0.959,298.66101,41.13789,0
9,11553706,K00009.01,FALSE POSITIVE,3.719809197,1.279,3.5317,2958.2,1873,2912.21,373.9,6284,3.813,-0.2,2.348,1.309,288.80377,49.530788,0
10,6922244,K00010.01,CONFIRMED,3.522498429,0.631,3.19843,9145.7,1521,1264.67,1741.5,6225,4.169,-0.04,1.451,1.132,281.28812,42.45108,1
11,11913073,K00011.01,FALSE POSITIVE,3.747838198,1.121,5.0642,616,1031,266.76,138.2,5514,4.569,-0.04,0.826,0.926,291.06152,50.265129,0
12,5812701,K00012.01,CONFIRMED,17.85522168,0.075,7.41287,9065.2,911,163.04,915.7,6823,4.308,0.07,1.367,1.386,297.45374,41.01099,1
13,9941662,K00013.01,CONFIRMED,1.763587535,0.512,3.16877,4590.6,3559,37958.27,4061.9,9107,3.867,0.07,3.031,2.466,286.97119,46.868359,1
14,7684873,K00014.01,FALSE POSITIVE,2.947376671,2.641,2.0911,433.2,2404,7903.84,62.3,8090,4.002,-0.14,2.234,1.828,292.61194,43.305141,0
15,3964562,K00015.01,FALSE POSITIVE,3.012476582,1.261,3.1424,1138.5,2371,7471.65,253.4,8601,4.137,0.21,2.031,2.063,294.1434,39.089779,0
16,9110357,K00016.01,FALSE POSITIVE,0.895277575,0.928,2.711,534.5,4253,77480.31,132.1,8040,3.707,-0.08,3.325,2.053,298.34421,45.40992,0
17,10874614,K00017.01,CONFIRMED,3.234699282,0.079,3.59385,10558.7,1356,797.62,3003.8,5640,4.236,0.34,1.291,1.047,296.83725,48.239944,1
18,8191672,K00018.01,CONFIRMED,3.548465446,0.075,4.56904,7251.5,1640,1708.28,2486.5,6290,4.074,0.04,1.746,1.319,299.40701,44.035053,1
19,7255336,K00019.01,FALSE POSITIVE,1.20320092,1.274,1.9197,2807.1,2124,4809.16,250.8,6218,4.198,-0.24,1.349,1.045,280.94385,42.839184,0
20,11804465,K00020.01,CONFIRMED,4.437962934,0.069,4.69813,16387.6,1338,757.65,3535.6,5953,4.175,0.08,1.415,1.093,286.24344,50.040379,1
21,10125352,K00021.01,FALSE POSITIVE,4.288515468,1.283,2.2959,3456.7,1722,2081.57,292.1,6378,3.878,-0.56,2.002,1.104,284.73859,47.169628,0
22,9631995,K00022.01,CONFIRMED,7.891448838,0.306,4.2854,10344.6,1028,263.54,1955.1,5972,4.313,0.24,1.237,1.148,282.62967,46.32336,1
23,9071386,K00023.01,FALSE POSITIVE,4.693305543,0.23,5.17249,14522.9,1389,881.73,1765.2,6365,4.22,0.2,1.47,1.312,283.16632,45.403061,0
24,4743513,K00024.01,FALSE POSITIVE,2.086075752,0.914,2.2647,3657.8,1845,2747.42,102.2,6131,4.071,-0.74,1.417,0.862,290.8154,39.819469,0
25,10593759,K00025.01,FALSE POSITIVE,3.132604547,1.251,3.6337,9969.2,1444,1028.81,222.3,6248,4.328,-0.06,1.181,1.078,289.26166,47.815521,0
26,5021737,K00026.01,FALSE POSITIVE,15.03946326,0.902,5.1008,5237.7,962,202.6,181.6,6501,4.212,-0.1,1.441,1.236,294.73282,40.150341,0
27,3832716,K00027.01,FALSE POSITIVE,1.141877248,0.598,4.33931,309490,2184,5358.79,2036.3,6158,4.152,-0.38,1.368,0.969,285.39404,38.904911,0
28,4247791,K00028.01,FALSE POSITIVE,4.100870416,0.938,8.15361,123521,1413,939.61,2619.2,5923,4.118,0.06,1.51,1.09,287.16486,39.376942,0
29,6956014,K00031.01,FALSE POSITIVE,0.925589891,0.616,1.967,400.8,6637,460202.18,20.6,4094,1.627,-0.04,24.488,0.925,294.0318,42.468845,0
30,5725087,K00033.01,FALSE POSITIVE,0.366197145,0.319,1.2335,275.3,9983,2335438.28,16.7,4448,1.694,-0.48,31.5,1.789,296.9679,40.926769,0
31,6521045,K00041.01,CONFIRMED,12.81590421,0.58,6.3856,220.5,939,183.68,106.7,5788,4.122,0.1,1.474,1.05,291.38599,41.990269,1
32,6521045,K00041.02,CONFIRMED,6.88707073,0.696,4.4679,68.7,1155,420.97,38.2,5788,4.122,0.1,1.474,1.05,291.38599,41.990269,1
33,6521045,K00041.03,CONFIRMED,35.3331932,0.656,5.966,99.7,670,47.52,28.8,5788,4.122,0.1,1.474,1.05,291.38599,41.990269,1
34,8866102,K00042.01,CONFIRMED,17.83367834,0.013,4.5112,326.9,866,132.94,154.5,6407,4.268,0,1.337,1.208,283.1507,45.139832,1
35,9025922,K00043.01,FALSE POSITIVE,11.32029599,0.914,4.5866,4303.5,811,102.12,85,5780,4.438,0,1,1,293.26605,45.350697,0
36,8845026,K00044.01,FALSE POSITIVE,66.46746217,0.116,19.6638,12643.7,466,11.18,1049.3,5843,4.403,0.18,1.073,1.061,300.15186,45.089611,0
37,3742855,K00045.01,FALSE POSITIVE,6.397185875,0.755,5.8638,18887,981,218.59,394.7,5780,4.438,0,1,1,290.26614,38.837917,0
38,10905239,K00046.01,CONFIRMED,3.487688776,0.026,3.83661,1298.8,1445,1033.07,350.6,5576,4.065,0.3,1.593,1.074,283.25549,48.355232,1
39,10905239,K00046.02,CONFIRMED,6.02977241,0.379,3.961,54.6,1204,496.46,11.5,5576,4.065,0.3,1.593,1.074,283.25549,48.355232,1
40,7837302,K00048.01,FALSE POSITIVE,23.83680888,1.008,6.02854,29684.7,919,168.28,2793.4,6095,3.894,-0.4,1.94,1.076,296.55386,43.543179,0
41,9527334,K00049.01,CONFIRMED,8.31377304,0.002,2.964,837.4,886,145.51,19.6,5900,4.509,0.07,0.951,1.065,292.24902,46.164822,1
42,6056992,K00051.01,FALSE POSITIVE,10.43114677,1.225,3.8853,29375.6,833,114.02,400.2,5780,4.438,0,1,1,295.91885,41.332432,0
43,3558981,K00052.01,FALSE POSITIVE,2.98786272,0.621,2.5814,42789,1064,303.15,98,5231,4.544,0.07,0.821,0.859,294.97745,38.678352,0
44,2445975,K00053.01,FALSE POSITIVE,3.388887193,0.387,2.4475,11267.8,1212,511.3,162.9,5780,4.438,0,1,1,292.03091,37.773529,0
45,8248939,K00061.01,FALSE POSITIVE,1.63345402,1.19,3.817,359,1750,2211.18,7.4,6283,4.372,-0.24,1.091,1.019,296.93594,44.161045,0
46,11554435,K00063.01,CONFIRMED,9.43414171,0.538,2.8112,3977,791,92.39,40.2,5578,4.518,0.04,0.886,0.943,289.22617,49.548199,1
47,7051180,K00064.01,CANDIDATE,1.951082219,0.925,1.6975,1151.8,2005,3822.26,30.1,5302,3.768,0,2.426,1.258,296.51059,42.54744,0
48,10620329,K00066.01,FALSE POSITIVE,0.436282594,1.269,1.3988,536.4,5187,170399.16,218.3,8491,3.853,-0.38,2.622,1.791,298.70923,47.840019,0
49,8669092,K00068.01,FALSE POSITIVE,1.000840564,1.165,1.3292,2714.4,3367,30248.83,73.2,6287,3.558,-0.82,3.177,1.328,281.89307,44.827461,0
50,3544595,K00069.01,CONFIRMED,4.72674037,0.657,2.9267,273.1,1028,264.08,287.8,5648,4.472,-0.2,0.894,0.866,291.4183,38.672359,1
51,6850504,K00070.01,CONFIRMED,10.85409593,0.422,3.7768,1034.4,765,80.88,252.8,5465,4.449,0.02,0.925,0.876,287.698,42.338718,1
52,6850504,K00070.02,CONFIRMED,3.696121272,0.016,2.463,383.4,1095,340.33,130,5465,4.449,0.02,0.925,0.876,287.698,42.338718,1
53,6850504,K00070.03,CONFIRMED,77.6114427,0.094,7.1786,814.5,397,5.87,100.5,5465,4.449,0.02,0.925,0.876,287.698,42.338718,1
54,6850504,K00070.04,CONFIRMED,6.09855603,0.21,2.9815,84.4,927,174.3,24.8,5465,4.449,0.02,0.925,0.876,287.698,42.338718,1
55,6850504,K00070.05,CONFIRMED,19.5776073,0.049,3.382,98.1,628,36.82,17.2,5465,4.449,0.02,0.925,0.876,287.698,42.338718,1
56,11904151,K00072.01,CONFIRMED,0.837491225,0.022,1.796,190.4,1980,3630.32,189.5,5676,4.347,-0.12,1.044,0.884,285.67938,50.241299,1
57,11904151,K00072.02,CONFIRMED,45.29422297,0.025,6.83,477.1,524,17.75,134.8,5676,4.347,-0.12,1.044,0.884,285.67938,50.241299,1
58,6889235,K00074.01,FALSE POSITIVE,5.188671659,0.884,5.0534,548.9,2118,4750.81,331.6,9523,4.205,0.07,1.941,2.202,298.32425,42.38847,0
59,7199397,K00075.01,CANDIDATE,105.8817667,0.539,18.044,1556.3,595,29.64,301.8,5903,3.757,-0.14,2.499,1.301,291.49722,42.728481,0
60,9955262,K00076.01,FALSE POSITIVE,77.4794704,0.019,10.1151,1237,778,86.59,72.6,6711,3.73,0.07,2.909,1.657,293.54199,46.82214,0
61,9552608,K00080.01,FALSE POSITIVE,9.250572762,1.234,3.6373,1039.5,1966,3530.57,351.4,8133,3.715,-0.08,3.294,2.053,300.53757,46.10434,0
62,8823868,K00081.01,FALSE POSITIVE,23.8761144,0.014,9.3113,1611.7,1481,1135.6,225.5,9974,4.048,0.21,2.533,2.615,293.78574,45.01849,0
63,10187017,K00082.01,CONFIRMED,16.14567193,0.75,3.7236,941.1,546,20.98,242.7,4900,4.602,0.08,0.741,0.806,281.48273,47.208031,1
64,10187017,K00082.02,CONFIRMED,10.31174786,0.747,3.1818,275.9,634,38.13,81.7,4900,4.602,0.08,0.741,0.806,281.48273,47.208031,1
65,10187017,K00082.03,CONFIRMED,27.4536146,0.765,3.747,136.4,457,10.34,27.5,4900,4.602,0.08,0.741,0.806,281.48273,47.208031,1
66,10187017,K00082.04,CONFIRMED,7.07136119,0.658,2.757,65.7,719,63.11,22.4,4900,4.602,0.08,0.741,0.806,281.48273,47.208031,1
67,10187017,K00082.05,CONFIRMED,5.28691996,0.705,2.579,41.5,792,92.97,15.8,4900,4.602,0.08,0.741,0.806,281.48273,47.208031,1
68,10187017,K00082.06,CANDIDATE,22.4098677,0.869,2.271,69.8,489,13.55,11.9,4900,4.602,0.08,0.741,0.806,281.48273,47.208031,0
69,2571238,K00084.01,CONFIRMED,9.286964466,0.004,3.3649,691.7,762,79.68,251.9,5546,4.575,-0.14,0.81,0.907,290.42081,37.851799,1
70,5866724,K00085.01,CONFIRMED,5.859935955,0.049,4.0185,322.8,1246,569.5,186.7,6181,4.22,0.14,1.424,1.231,288.68869,41.15118,1
71,5866724,K00085.02,CONFIRMED,2.154911236,0.113,3.1341,99.7,1740,2162.35,83,6181,4.22,0.14,1.424,1.231,288.68869,41.15118,1
72,5866724,K00085.03,CONFIRMED,8.13121389,0.622,4.2386,111.8,1117,368.36,55.3,6181,4.22,0.14,1.424,1.231,288.68869,41.15118,1
73,10593626,K00087.01,CONFIRMED,289.864067,0.856,7.565,529.1,257,1.03,57.4,5516,4.446,-0.26,0.886,0.799,289.2175,47.88446,1
74,7700871,K00088.01,FALSE POSITIVE,5.17968868,1.203,3.7256,121.8,972,211.06,48.4,5761,4.548,-0.4,0.815,0.857,297.31979,43.332722,0
75,8056665,K00089.01,CONFIRMED,84.6877524,0.017,10.0248,347.7,611,32.96,95.1,6688,4.062,-0.2,1.79,1.353,299.82117,43.81427,1
76,8056665,K00089.02,CONFIRMED,207.5829306,0.84,7.0686,505.1,453,9.97,70,6688,4.062,-0.2,1.79,1.353,299.82117,43.81427,1
77,9210823,K00090.01,FALSE POSITIVE,0.828206212,0.615,1.737,132.3,3274,27125.5,68.1,5812,3.598,-0.1,3.227,1.504,288.44153,45.609001,0
78,7941200,K00092.01,CONFIRMED,65.7045275,0.663,3.3104,636.1,472,11.72,70.4,5918,4.403,-0.04,1.043,1.003,283.37482,43.788219,1
79,6462863,K00094.01,CONFIRMED,22.34296483,0.031,6.66405,5612.8,785,89.61,1118.9,6181,4.234,-0.02,1.331,1.106,297.33307,41.891121,1
80,6462863,K00094.02,CONFIRMED,10.42367744,0.005,5.2257,777.3,1012,247.48,204.4,6181,4.234,-0.02,1.331,1.106,297.33307,41.891121,1
81,6462863,K00094.03,CONFIRMED,54.31996151,0.497,8.5858,1975,584,27.4,291.3,6181,4.234,-0.02,1.331,1.106,297.33307,41.891121,1
82,6462863,K00094.04,CONFIRMED,3.743166733,0.008,3.6888,126.3,1423,971.76,47.2,6181,4.234,-0.02,1.331,1.106,297.33307,41.891121,1
83,5780885,K00097.01,CONFIRMED,4.885488596,0.361,5.16165,7458.4,1496,1182.79,2590.1,6036,3.968,0.1,1.909,1.236,288.58151,41.089809,1
84,10264660,K00098.01,CONFIRMED,6.790120801,0.486,6.0437,2302.3,1434,998.97,526.1,6372,3.954,0.04,2.001,1.313,287.70883,47.33305,1
85,4055765,K00100.01,CANDIDATE,9.9664004,0.966,5.0127,1619,1578,1466.1,125.9,6638,3.664,-0.16,3.079,1.595,291.17792,39.19949,0
86,8456679,K00102.01,CONFIRMED,1.73513619,0.045,2.2741,952.6,1554,1372.87,473.2,5751,4.391,0.21,1.071,1.028,299.70474,44.435749,1
87,8456679,K00102.02,CONFIRMED,4.06844957,0.55,2.8349,79.8,1170,442.08,29.3,5751,4.391,0.21,1.071,1.028,299.70474,44.435749,1
88,2444412,K00103.01,CONFIRMED,14.91095177,0.014,3.325,864.5,694,54.87,116.9,5650,4.5,-0.04,0.899,0.932,291.68335,37.751591,1
89,10318874,K00104.01,CONFIRMED,2.508057497,0.742,1.1134,1507.6,997,234.06,312.7,4780,4.597,0.34,0.761,0.835,281.19473,47.497131,1
90,8711794,K00105.01,CONFIRMED,8.981014925,0.097,1.8478,1059.3,880,141.77,198.3,5666,4.362,-0.4,0.967,0.785,298.93704,44.85791,1
91,10489525,K00106.01,FALSE POSITIVE,1.612249049,1.171,4.235,154,2713,12788.25,45.4,6732,3.793,-0.1,2.569,1.495,298.35434,47.672081,0
92,11250587,K00107.01,CONFIRMED,7.256962446,0.676,4.9402,463.2,1163,432.1,168.3,5858,4.112,0.22,1.549,1.133,294.83517,48.982361,1
93,4914423,K00108.01,CONFIRMED,15.96532718,0.674,4.5837,482.2,872,136.42,144.2,5880,4.154,0.08,1.433,1.068,288.98456,40.064529,1
94,4914423,K00108.02,CONFIRMED,179.609803,0.711,13.755,1273,389,5.41,184.6,5880,4.154,0.08,1.433,1.068,288.98456,40.064529,1
95,4752451,K00109.01,FALSE POSITIVE,6.41496453,1.187,3.9015,201.2,1153,417.97,53.1,6170,4.259,-0.46,1.183,0.927,293.45428,39.803928,0
96,9450647,K00110.01,CONFIRMED,9.940666412,0.02,3.9092,520.2,996,233.04,161.4,6215,4.305,0.08,1.259,1.17,284.55573,46.063831,1
97,6678383,K00111.01,CONFIRMED,11.42755098,0.608,4.6074,500.9,852,124.31,165.5,5979,4.394,-0.34,1.005,0.913,287.60461,42.166779,1
98,6678383,K00111.02,CONFIRMED,23.66834635,0.758,5.8297,449.4,668,47.11,112.8,5979,4.394,-0.34,1.005,0.913,287.60461,42.166779,1
99,6678383,K00111.03,CONFIRMED,51.75530504,0.638,7.4355,609.2,515,16.6,116.9,5979,4.394,-0.34,1.005,0.913,287.60461,42.166779,1
100,10984090,K00112.01,CONFIRMED,51.07926451,0.017,6.3729,736.8,503,15.17,126.8,5833,4.407,-0.04,1.022,0.974,295.64871,48.49556,1
101,10984090,K00112.02,CONFIRMED,3.709214104,0.051,2.6302,131.1,1206,500.46,50.6,5833,4.407,-0.04,1.022,0.974,295.64871,48.49556,1
102,6721123,K00114.01,FALSE POSITIVE,7.36178958,1.169,5.022,233.7,1342,767.22,47.7,6227,3.986,0,1.958,1.358,298.86435,42.151569,0
103,9579641,K00115.01,CONFIRMED,5.412203927,0.787,2.9472,601.6,1093,337.68,166.7,5779,4.339,-0.06,1.087,0.941,287.88733,46.276241,1
104,9579641,K00115.02,CONFIRMED,7.12594387,0.898,3.0014,192.4,997,233.31,47.1,5779,4.339,-0.06,1.087,0.941,287.88733,46.276241,1
105,9579641,K00115.03,CANDIDATE,3.43591631,0.624,3.133,23.2,1272,617.61,8.7,5779,4.339,-0.06,1.087,0.941,287.88733,46.276241,0
106,8395660,K00116.01,CONFIRMED,13.57078281,0.866,3.3539,511.7,785,89.61,88.4,5854,4.406,-0.12,1.012,0.951,300.86398,44.337551,1
107,8395660,K00116.02,CONFIRMED,43.84439721,0.852,6.802,615.2,531,18.77,83.7,5854,4.406,-0.12,1.012,0.951,300.86398,44.337551,1
108,8395660,K00116.03,CONFIRMED,6.164876,0.646,3.262,55.8,1021,256.35,14.4,5854,4.406,-0.12,1.012,0.951,300.86398,44.337551,1
109,8395660,K00116.04,CONFIRMED,23.9800854,0.95,5.351,104,649,41.94,17.1,5854,4.406,-0.12,1.012,0.951,300.86398,44.337551,1
110,10875245,K00117.01,CONFIRMED,14.74914825,0.173,6.0995,430.2,874,137.91,107.4,5847,4.191,0.26,1.402,1.113,297.02826,48.208611,1
111,10875245,K00117.02,CONFIRMED,4.90144976,0.529,4.1654,140.7,1262,598.74,50.6,5847,4.191,0.26,1.402,1.113,297.02826,48.208611,1
112,10875245,K00117.03,CONFIRMED,3.180027898,0.196,3.5797,120.3,1458,1066.86,50.4,5847,4.191,0.26,1.402,1.113,297.02826,48.208611,1
113,10875245,K00117.04,CONFIRMED,7.95825328,0.706,4.377,50,1074,314.15,14.7,5847,4.191,0.26,1.402,1.113,297.02826,48.208611,1
114,3531558,K00118.01,CONFIRMED,24.99324319,0.686,5.9409,269.6,712,60.88,62,5718,4.181,0,1.317,0.961,287.36279,38.649601,1
115,9471974,K00119.01,CONFIRMED,49.18394185,0.035,11.3364,1646.2,669,47.4,355.7,5626,3.907,0.36,2.057,1.247,294.55917,46.062328,1
116,9471974,K00119.02,CONFIRMED,190.3200468,0.812,15.284,1141.7,426,7.8,139.3,5626,3.907,0.36,2.057,1.247,294.55917,46.062328,1
117,11869052,K00120.01,CANDIDATE,20.5452375,0.95,2.517,218.5,742,71.57,18.5,5670,4.206,0,1.264,0.937,294.40192,50.172089,0
118,3247396,K00121.01,FALSE POSITIVE,8.8111022,1.223,5.0683,401.1,1399,904.92,76.8,6200,3.8,-0.12,2.404,1.333,294.46088,38.383461,0
119,8349582,K00122.01,CONFIRMED,11.52306746,0,3.8757,507.3,927,174.81,142,5644,4.162,0.3,1.411,1.053,284.48245,44.398041,1
120,5094751,K00123.01,CONFIRMED,6.481633073,0.833,3.784,298.5,1145,406.25,125.6,5945,4.213,-0.08,1.302,1.009,290.39273,40.28487,1
121,5094751,K00123.02,CONFIRMED,21.22261195,0.02,6.5093,366,771,83.56,114.9,5945,4.213,-0.08,1.302,1.009,290.39273,40.28487,1
122,11086270,K00124.01,CONFIRMED,12.69104387,0.008,3.7727,252.1,1008,244.3,60.2,5869,4.024,-0.16,1.626,1.019,292.92914,48.60281,1
123,11086270,K00124.02,CONFIRMED,31.71981013,0.125,4.819,363.4,743,71.97,63.1,5869,4.024,-0.16,1.626,1.019,292.92914,48.60281,1
124,11449844,K00125.01,CONFIRMED,38.47876629,0.003,5.04169,23530,484,13.01,1077.8,5510,4.539,0.16,0.879,0.973,288.90222,49.370491,1
125,5897826,K00126.01,FALSE POSITIVE,33.80364366,0.023,11.4813,13494.4,745,72.71,529.9,5855,3.999,0.16,1.796,1.174,297.47586,41.114288,0
126,5897826,K00126.02,CANDIDATE,0.875197345,1.004,0.052,0,2518,9497.39,0,5855,3.999,0.16,1.796,1.174,297.47586,41.114288,0
127,8359498,K00127.01,CONFIRMED,3.578780566,0.079,2.91089,11382.2,1145,406.6,1838.4,5524,4.421,0.2,0.994,0.95,289.60797,44.345421,1
128,11359879,K00128.01,CONFIRMED,4.942783419,0.566,3.25346,11144.7,1008,244.42,2040.7,5514,4.459,0.36,0.978,1.003,296.20059,49.140121,1
129,11974540,K00129.01,CONFIRMED,24.66919273,0.073,7.03515,7382.3,1485,1150.61,603,5313,2.936,0.56,9.327,2.736,297.00943,50.372318,1
130,5297298,K00130.01,CANDIDATE,34.19360031,0.625,5.41382,13714.8,778,86.74,1405.6,6129,3.991,-0.14,1.786,1.14,297.36032,40.42981,0
131,7778437,K00131.01,CONFIRMED,5.014234733,0.066,4.589,6536,1308,692.13,794.3,6490,4.32,0.16,1.307,1.304,299.09753,43.497589,1
132,8892910,K00132.01,FALSE POSITIVE,10.81013273,0.948,4.4618,6165.2,985,222.68,806.5,6211,4.269,0,1.284,1.114,294.41245,45.130852,0
133,11673674,K00133.01,FALSE POSITIVE,4.618767792,0.766,5.9957,4399.1,1170,442.78,270.1,6013,4.381,-0.3,1.033,0.938,297.31006,49.703041,0
134,9032900,K00134.01,FALSE POSITIVE,67.5923754,0.728,12.249,4158.1,588,28.2,60.9,6038,4.082,0.34,1.744,1.341,295.58658,45.364979,0
135,9818381,K00135.01,CONFIRMED,3.024092505,0.424,2.8021,7765,1489,1162.54,1225.3,6063,4.261,0.34,1.358,1.227,285.24084,46.668251,1
136,7601633,K00136.01,FALSE POSITIVE,15.66388695,0.985,2.4775,5144.4,1060,298.77,175.9,5996,3.901,0.24,2.221,1.43,289.87347,43.203838,0
137,8644288,K00137.01,CONFIRMED,7.641567589,0.027,3.41018,2269.7,899,154.25,437.5,5356,4.338,0.2,1.055,0.882,298.07944,44.746319,1
138,8644288,K00137.02,CONFIRMED,14.85890852,0.255,3.5252,3269,720,63.52,456.8,5356,4.338,0.2,1.055,0.882,298.07944,44.746319,1
139,8644288,K00137.03,CONFIRMED,3.504691252,0.741,1.9811,315.1,1165,435.21,67.5,5356,4.338,0.2,1.055,0.882,298.07944,44.746319,1
140,8506766,K00138.01,FALSE POSITIVE,48.93786896,0.981,6.5868,7240.1,764,80.37,445.7,7066,4.094,-0.24,1.761,1.406,295.94092,44.57835,0
141,8559644,K00139.01,CONFIRMED,224.7789355,0.652,11.1899,3487.5,333,2.92,235.7,5873,4.293,0.18,1.235,1.092,291.65317,44.688271,1
142,8559644,K00139.02,CONFIRMED,3.341799486,0.426,2.9254,178.2,1356,798.41,48.8,5873,4.293,0.18,1.235,1.092,291.65317,44.688271,1
143,5130369,K00140.01,FALSE POSITIVE,19.97867,0.923,10.168,944.3,1351,788.02,86.2,9651,4.229,0.07,1.895,2.219,299.15353,40.286961,0
144,12105051,K00141.01,CANDIDATE,2.624234833,0.781,1.3874,2607,1164,434.31,361.1,5340,4.514,0.36,0.899,0.963,288.0383,50.651611,0
145,4649305,K00143.01,CANDIDATE,22.65117451,0.925,3.6895,2250,855,126.57,170.1,6968,4.31,-0.1,1.333,1.333,290.10333,39.781631,0
146,4180280,K00144.01,CONFIRMED,4.176254191,0.715,3.6716,1360.1,876,139.48,249.7,4957,4.594,0.26,0.776,0.867,296.52429,39.24976,1
147,9904059,K00145.01,CANDIDATE,102.9641952,0.922,15.735,1896.7,797,95.4,86.1,5047,3.066,0.07,7.119,2.15,296.81772,46.781509,0
148,9048161,K00146.01,FALSE POSITIVE,8.667822346,1.276,4.9658,2121.9,1303,681.39,187.6,6266,3.923,-0.44,1.889,1.089,299.39972,45.316051,0
149,1996679,K00147.01,FALSE POSITIVE,145.5624926,1.274,5.4126,2931.6,387,5.33,58.1,6148,4.346,-0.3,1.095,0.969,286.49072,37.489979,0
150,5735762,K00148.01,CONFIRMED,4.77800306,0.02,2.7361,473,932,177.79,115.4,5192,4.489,0.18,0.873,0.856,299.13922,40.94902,1
151,5735762,K00148.02,CONFIRMED,9.673958488,0.194,3.2641,952.7,736,69.42,178,5192,4.489,0.18,0.873,0.856,299.13922,40.94902,1
152,5735762,K00148.03,CONFIRMED,42.89645024,0.007,5.6897,555.3,448,9.54,66.8,5192,4.489,0.18,0.873,0.856,299.13922,40.94902,1
153,3835670,K00149.01,CONFIRMED,14.55730897,0.036,7.7643,956.9,879,141,200,5774,4.159,0.14,1.412,1.048,286.6301,38.945599,1
154,7626506,K00150.01,CONFIRMED,8.408878137,0.018,3.4967,798.9,809,101.22,147.2,5551,4.508,-0.42,0.812,0.776,296.98102,43.209751,1
155,7626506,K00150.02,CONFIRMED,28.5742692,0.068,4.9427,824.9,538,19.83,97.1,5551,4.508,-0.42,0.812,0.776,296.98102,43.209751,1
156,2307199,K00151.01,CANDIDATE,13.4471791,0.963,3.0454,1428.2,848,122.34,105.3,6276,4.405,-0.32,1.041,1.001,292.37476,37.630959,0
157,8394721,K00152.01,CONFIRMED,52.09081627,0.065,8.6388,2894.1,592,29.07,243.5,6198,4.237,-0.04,1.324,1.101,300.51712,44.38158,1
158,8394721,K00152.02,CONFIRMED,27.40229859,0.022,6.8491,747.5,734,68.46,79.3,6198,4.237,-0.04,1.324,1.101,300.51712,44.38158,1
159,8394721,K00152.03,CONFIRMED,13.48457668,0.011,5.0197,653.5,929,176.29,80.8,6198,4.237,-0.04,1.324,1.101,300.51712,44.38158,1
160,8394721,K00152.04,CONFIRMED,81.0637895,0.584,3.001,476,511,16.12,19.4,6198,4.237,-0.04,1.324,1.101,300.51712,44.38158,1
161,12252424,K00153.01,CONFIRMED,8.925079516,0.74,2.6766,977.5,628,36.89,135.8,4728,4.628,0.04,0.693,0.768,287.99789,50.944328,1
162,12252424,K00153.02,CONFIRMED,4.75400072,0.672,2.5394,748.7,775,85.23,141.4,4728,4.628,0.04,0.693,0.768,287.99789,50.944328,1
163,8030148,K00155.01,CONFIRMED,5.660669429,0.477,4.6483,737.8,1115,365.53,201.1,5746,4.266,-0.08,1.173,0.927,292.3215,43.881168,1
164,10925104,K00156.01,CONFIRMED,8.041347775,0.26,2.6332,591,507,15.59,77.5,3980,4.722,-0.2,0.54,0.56,294.12143,48.349522,1
165,10925104,K00156.02,CONFIRMED,5.188563677,0.179,2.3683,358.7,586,27.95,56.4,3980,4.722,-0.2,0.54,0.56,294.12143,48.349522,1
166,10925104,K00156.03,CONFIRMED,11.77613232,0.54,2.8971,1430.8,446,9.37,163.5,3980,4.722,-0.2,0.54,0.56,294.12143,48.349522,1
167,6541920,K00157.01,CONFIRMED,13.02493307,0.004,4.5706,778.4,786,90.1,119.3,5657,4.364,0,1.046,0.921,297.11511,41.909142,1
168,6541920,K00157.02,CONFIRMED,22.687155,0.023,5.4921,960,653,42.95,122.8,5657,4.364,0,1.046,0.921,297.11511,41.909142,1
169,6541920,K00157.03,CONFIRMED,31.99552485,0.69,4.2817,1376.1,582,27.17,128,5657,4.364,0,1.046,0.921,297.11511,41.909142,1
170,6541920,K00157.04,CONFIRMED,46.6856205,0.217,6.3794,588.8,513,16.41,59,5657,4.364,0,1.046,0.921,297.11511,41.909142,1
